time,latitude,longitude,ektrx,ektry
UTC,degrees_north,degrees_east,kg m-1 s-1,kg m-1 s-1
1970-03-09T18:00:00Z,11.5,75.5,118.775444,-140.93546
1970-03-10T00:00:00Z,11.5,75.5,-2591.7397,-133.61136
1970-03-10T06:00:00Z,11.5,75.5,-840.84796,382.79068
1970-03-10T12:00:00Z,11.5,75.5,-17321.482,-4845.0356
1970-03-10T18:00:00Z,11.5,75.5,-846.4899,-1090.2863
1970-03-11T00:00:00Z,11.5,75.5,-736.3973,-42.48891
1970-03-11T06:00:00Z,11.5,75.5,-2487.6338,64.85018
1970-03-11T12:00:00Z,11.5,75.5,-11588.42,-11933.687
1970-03-11T18:00:00Z,11.5,75.5,-1208.0878,-1549.7401
1970-03-12T00:00:00Z,11.5,75.5,-3411.827,-2600.6125
1970-03-12T06:00:00Z,11.5,75.5,-1327.7351,-1077.7487
1970-03-12T12:00:00Z,11.5,75.5,-14947.906,-32327.238
1970-03-12T18:00:00Z,11.5,75.5,-946.47473,-824.0911
1970-03-13T00:00:00Z,11.5,75.5,-1381.1063,-836.1739
1970-03-13T06:00:00Z,11.5,75.5,-569.3844,-13.840829
1970-03-13T12:00:00Z,11.5,75.5,1096.8883,-27694.766
1970-03-13T18:00:00Z,11.5,75.5,-876.54987,-2008.1385
1970-03-14T00:00:00Z,11.5,75.5,-355.63947,-170.14958
1970-03-14T06:00:00Z,11.5,75.5,-803.26434,396.68814
1970-03-14T12:00:00Z,11.5,75.5,-2837.0186,-4054.3281
1970-03-14T18:00:00Z,11.5,75.5,84.17277,-450.8426
1970-03-15T00:00:00Z,11.5,75.5,138.8491,-402.68124
1970-03-15T06:00:00Z,11.5,75.5,-4.6695414,-5.199466
1970-03-15T12:00:00Z,11.5,75.5,4378.62,-21633.03
1970-03-15T18:00:00Z,11.5,75.5,4378.62,-21633.03
1970-03-16T00:00:00Z,11.5,75.5,60.25225,83.97938
1970-03-16T06:00:00Z,11.5,75.5,-74.666084,-77.65684
1970-03-16T12:00:00Z,11.5,75.5,-5692.838,-11613.686
1970-03-16T18:00:00Z,11.5,75.5,4827.289,-15893.238
1970-03-17T00:00:00Z,11.5,75.5,-129.06706,-1307.4148
1970-03-17T06:00:00Z,11.5,75.5,-450.1509,-874.62964
1970-03-17T12:00:00Z,11.5,75.5,-4698.848,-11901.122
1970-03-17T18:00:00Z,11.5,75.5,-4698.848,-11901.122
1970-03-18T00:00:00Z,11.5,75.5,-143.60394,-4716.8774
1970-03-18T06:00:00Z,11.5,75.5,-73.69061,-469.1654
1970-03-18T12:00:00Z,11.5,75.5,-1217.6512,-45055.098
1970-03-18T18:00:00Z,11.5,75.5,539.9499,-573.9521
1970-03-19T00:00:00Z,11.5,75.5,502.58563,-1204.795
1970-03-19T06:00:00Z,11.5,75.5,-325.76428,-930.9408
1970-03-19T12:00:00Z,11.5,75.5,-5070.3535,-16347.539
1970-03-19T18:00:00Z,11.5,75.5,999.45404,-949.3689
1970-03-20T00:00:00Z,11.5,75.5,1061.1472,-877.8077
1970-03-20T06:00:00Z,11.5,75.5,274.6701,-184.88498
1970-03-20T12:00:00Z,11.5,75.5,-719.32745,-3673.368
1970-03-20T18:00:00Z,11.5,75.5,461.4357,-281.12415
1970-03-21T00:00:00Z,11.5,75.5,26.536564,153.61386
1970-03-21T06:00:00Z,11.5,75.5,-64.29193,-150.07074
1970-03-21T12:00:00Z,11.5,75.5,-669.2865,-496.39902
1970-03-21T18:00:00Z,11.5,75.5,929.25854,-100.03702
1970-03-22T00:00:00Z,11.5,75.5,3621.2915,-167.9839
1970-03-22T06:00:00Z,11.5,75.5,1417.272,-976.4882
1970-03-22T12:00:00Z,11.5,75.5,-6916.734,-18130.998
1970-03-22T18:00:00Z,11.5,75.5,201.49861,-491.33234
1970-03-23T00:00:00Z,11.5,75.5,-40.341194,-339.0034
1970-03-23T06:00:00Z,11.5,75.5,-32.04419,-717.67737
1970-03-23T12:00:00Z,11.5,75.5,-15355.195,-3485.3892
1970-03-23T18:00:00Z,11.5,75.5,670.57245,-589.1078
1970-03-24T00:00:00Z,11.5,75.5,-395.24484,-879.9672
1970-03-24T06:00:00Z,11.5,75.5,-202.33438,-2827.315
1970-03-24T12:00:00Z,11.5,75.5,1279.6865,-13677.367
1970-03-24T18:00:00Z,11.5,75.5,84.56824,-131.6984
